,classification,date_case,date_last_change,reference,country,type,category,subject
1980,information,29/03/2004,,2004.ARL,Italy,food,non-alcoholic beverages,E 451 - pentapotassium triphosphate (nitric acid) unauthorised in soft drink
1981,alert,26/03/2004,,2004.140,Germany,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (11.8 mg/kg - ppm) in spice mixture
1982,information,24/03/2004,,2004.AQU,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (E171) in chickpeas roasted
1983,information,18/03/2004,,2004.AQF,United Kingdom,food,fruits and vegetables,too high content of colour (Sunset Yellow:1770 Ponceau 4R: 160 mg/kg - ppm) in dried prunes
1984,information,01/03/2004,,2004.AML,United Kingdom,food,confectionery,unauthorised use of colour E 110 - Sunset Yellow FCF (110 + 132 mg/kg - ppm) in yo-yo candy + fizzy shaker
1985,alert,27/02/2004,07/01/2015,2004.101,Germany,food,fruits and vegetables,"too high content of sulphite (2184; 2435 mg/kg - ppm) in dried apricots from Turkey, via France"
1986,alert,27/02/2004,09/12/2009,2004.096,France,food,herbs and spices,unauthorised colour Sudan 1 (3.8 mg/kg - ppm) and unauthorised use of colour E 160b - annato/bixin/norbixin (5.1 mg/kg - ppm) in sweet pepper
1987,information,19/02/2004,,2004.ALD,Germany,food,"nuts, nut products and seeds","E 451 - pentapotassium triphosphate (colour) unauthorised in roasted melon seeds, containing orange-red colouring"
1988,alert,13/02/2004,07/01/2015,2004.081,Belgium,food,fruits and vegetables,too high content of sulphite (initial 5215; countersample 7140 mg/kg - ppm) in dried tomatoes from the Netherlands
1989,alert,13/02/2004,,2004.079,Italy,food,meat and meat products (other than poultry),too high content of E 251 - sodium nitrate (403 mg/kg - ppm) in tunnel extra salami sausage with herbs
1990,information,10/02/2004,,2004.AJC,Italy,food,molluscs and products thereof - (obsolete),E 452 - polyphosphates (1670 mg/kg - ppm) unauthorised in chilled cuttlefish (Sepia officinalis)
1991,information,10/02/2004,,2004.AJB,Finland,food,non-alcoholic beverages,unauthorised use of colour E 110 - Sunset Yellow FCF (78 mg/l) in canned Thai tea drink
1992,information,09/02/2004,,2004.AIL,Germany,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin in chilli powder
1993,alert,06/02/2004,,2004.067,France,food,herbs and spices,"unauthorised use of colour E 124 - Ponceau 4R / cochineal red A (35 g/kg) and of colour E 160b - annato/bixin/norbixin (3,2 ; 2,551 g/kg) in sweet chilli"
1994,information,02/02/2004,07/01/2015,2004.AHB,Spain,food,fruits and vegetables,too high content of sulphite (2417 mg/kg - ppm) in dried apricots from Turkey
1995,information,02/02/2004,07/01/2015,2004.AHA,Spain,food,crustaceans and products thereof,too high content of sulphite (red prawns: 229.08; crayfish 276.50 and 255.51 mg/kg - ppm) in frozen red prawns (Aristeomorpha foliacia) and crayfish (Nephrops spp) from Morocco
1996,information,02/02/2004,07/01/2015,2004.AGZ,Spain,food,fruits and vegetables,too high content of sulphite (2033 mg/kg - ppm) in dried apricots from Turkey
1997,information,02/02/2004,07/01/2015,2004.AGV,Spain,food,herbs and spices,too high content of sulphite (1839 mg/kg - ppm) in garlic powder from China
1998,information,30/01/2004,07/01/2015,2004.AGT,Spain,food,fruits and vegetables,too high content of sulphite (2117 mg/kg - ppm) in dried apricots (strips) from Turkey
1999,information,29/01/2004,,2004.AGF,Italy,food,molluscs and products thereof - (obsolete),E 452 - polyphosphates (2040 + 2120 + 2200 mg/kg - ppm) unauthorised in chilled squid and cuttlefish
2000,information,27/01/2004,07/01/2015,2004.AEV,Germany,food,fruits and vegetables,too high content of sulphite (2279 mg/kg - ppm) in dried apricots from Turkey
2001,information,26/01/2004,,2004.AEL,Italy,food,molluscs and products thereof - (obsolete),E 452 - polyphosphates (2720 mg/kg - ppm) unauthorised in chilled squid
2002,alert,23/01/2004,07/01/2015,2004.039,Finland,food,fruits and vegetables,too high content of sulphite (980 and 1360 mg/kg - ppm) in dried pears from Germany
2003,information,23/01/2004,,2004.AEK,Italy,food,molluscs and products thereof - (obsolete),E 452 - polyphosphates (2040 mg/kg - ppm) unauthorised in chilled squid
2004,information,15/01/2004,07/01/2015,2004.ACM,Finland,food,fruits and vegetables,"too high content of sulphite (2250 mg/kg - ppm) in dried apricots from Turkey, via Germany"
2005,information,14/01/2004,,2004.ACH,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (E171) in roasted chickpeas
2006,alert,12/01/2004,,2004.018,Italy,food,molluscs and products thereof - (obsolete),"E 452 - polyphosphates (7130; 2510; 1280 mg/kg - ppm) unauthorised in chilled squid, red gurnard and cuttlefish"
2007,information,09/01/2004,,2004.AAT,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (344 mg/l) in flavoured soft drinks
2008,alert,09/01/2004,,2004.012,Germany,food,"soups, broths, sauces and condiments",unauthorised colour chilli sauce
2009,information,08/01/2004,07/01/2015,2004.AAR,Spain,food,fruits and vegetables,too high content of sulphite (2036 mg/kg - ppm) in dried apricots from Turkey
2010,information,06/01/2004,07/01/2015,2004.AAH,Spain,food,fruits and vegetables,too high content of sulphite (1215 mg/kg - ppm) in dried pears from Argentina
2011,information,06/01/2004,,2004.AAE,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (178 mg/kg - ppm) in soft fizzy drinks
2012,alert,06/01/2004,,2004.005,Italy,food,fish and fish products,"E 452 - polyphosphates (3550; 2700; 750; 3430 mg/kg - ppm) unauthorised in squid, red gurnard, smoothhound shark and cuttlefish (Loligo vulgaris, Aspitriglia cuculus, Mustelus mustelus, Sepia officinalis)"
2013,alert,06/01/2004,,2004.004,Italy,food,fish and fish products,"E 452 - polyphosphates (520; 2340; 1820; 640 mg/kg - ppm) unauthorised in cuttlefish, red gurnard, squid and tope shark (Sepia officinalis, Aspitriglia cuculus, Loligo vulgaris, Galeorhinus galeus)"
2014,information,05/01/2004,,2004.AAA,Italy,food,cereals and bakery products,too high content of E 200 - sorbic acid (3616 mg/kg - ppm) in pasta sheets
2015,alert,31/12/2003,,2003.458,Italy,food,fish and fish products,E 452 - polyphosphates (3010 mg/kg - ppm) unauthorised in chilled sole (Solea solea)
2016,information,22/12/2003,07/01/2015,2003.CSZ,Spain,food,fruits and vegetables,too high content of sulphite (2166 SO² (initial) 2958.68 SO² (control) mg/kg - ppm) in dried apricots from Turkey
2017,information,22/12/2003,07/01/2015,2003.CSY,Spain,food,fruits and vegetables,too high content of sulphite (2907 mg/kg - ppm) in dried apricots from Turkey
2018,information,22/12/2003,18/05/2009,2003.CSL,Italy,food,fruits and vegetables,E 905 - microcrystalline wax (presence) unauthorised in sultanas
2019,information,19/12/2003,07/01/2015,2003.CSA,Greece,food,fruits and vegetables,"too high content of sulphite (A: 2970, B:3015 mg/kg - ppm) in dried apricots from Turkey"
2020,alert,19/12/2003,,2003.446,Italy,food,fish and fish products,E 452 - polyphosphates (4180 mg/kg - ppm) unauthorised in chilled sole (Solea vulgaris)
2021,information,18/12/2003,07/01/2015,2003.CRK,Spain,food,fruits and vegetables,too high content of sulphite (2088.0 mg/kg - ppm) in dried apricots from Turkey
2022,information,17/12/2003,,2003.CRA,Italy,food,crustaceans and products thereof,E 452 - polyphosphates (6190 mg/kg - ppm) unauthorised in iqf headless shell–on pink blanched shrimp (Metapenaeus ensis)
2023,information,16/12/2003,07/01/2015,2003.CQV,Spain,food,fruits and vegetables,too high content of sulphite (2360 mg/kg - ppm) in dried apricots from Turkey
2024,information,16/12/2003,07/01/2015,2003.CQT,Spain,food,fruits and vegetables,too high content of sulphite (2228 mg/kg - ppm) in dried apricots from Turkey
2025,alert,16/12/2003,,2003.425,Italy,food,fish and fish products,E 452 - polyphosphates (6900 mg/kg - ppm) unauthorised in chilled sole (Solea vulgaris)
2026,information,15/12/2003,07/01/2015,2003.CQO,Spain,food,fruits and vegetables,too high content of sulphite (2443 mg/kg - ppm) in dried apricots from Turkey
2027,information,11/12/2003,07/01/2015,2003.CPP,Germany,food,fruits and vegetables,too high content of sulphite (2271 mg/kg - ppm) in dried apricots from Turkey
2028,information,09/12/2003,27/01/2015,2003.CPE,Spain,food,fruits and vegetables,too high content of sulphite (1.240 mg/kg - ppm) in dried pears from Argentina
2029,information,04/12/2003,07/01/2015,2003.COS,Italy,food,fruits and vegetables,too high content of sulphite (2169 mg/kg - ppm) in dried apricots from Turkey
2030,information,04/12/2003,,2003.CPA,Italy,food,non-alcoholic beverages,E 210 - benzoic acid (316 mg/l) unauthorised and unlabeled E 210 - benzoic acid in carbonated beverages
2031,information,02/12/2003,27/01/2015,2003.COE,Germany,food,meat and meat products (other than poultry),too high content of sulphite (171 SO² mg/kg - ppm) in edible gelatin from Colombia
2032,information,02/12/2003,07/01/2015,2003.COA,Spain,food,fruits and vegetables,too high content of sulphite (2720 mg/kg - ppm) in dried apricots from Turkey
2033,alert,28/11/2003,07/01/2015,2003.407,Netherlands,food,wine,too high content of sulphite (1050 mg/l) in red wine from Germany
2034,information,25/11/2003,07/01/2015,2003.CMM,Germany,food,fruits and vegetables,too high content of sulphite (2256 + 2350 + 2295 mg/kg - ppm) in dried apricots from Turkey
2035,alert,25/11/2003,07/01/2015,2003.397,Denmark,food,crustaceans and products thereof,too high content of sulphite (210; 370; 280 mg/kg - ppm) in scampi from Denmark
2036,information,25/11/2003,,2003.CML,Spain,food,fruits and vegetables,E 200 - sorbic acid (38.4 mg/kg - ppm) unauthorised in sweet quinces
2037,information,24/11/2003,07/01/2015,2003.CKR,Germany,food,fruits and vegetables,too high content of sulphite (2564; 2464; 2503 mg/kg - ppm) in dried apricots from Turkey
2038,information,21/11/2003,07/01/2015,2003.CKG,Spain,food,fruits and vegetables,too high content of sulphite (2040.8 mg/kg - ppm) in dried apricots from Turkey
2039,information,20/11/2003,07/01/2015,2003.CJW,Spain,food,crustaceans and products thereof,"too high content of sulphite (prawns: >300; shrimps: >150; lobsters: >150 mg/kg - ppm) in frozen prawns,shrimps and lobsters from Morocco"
2040,information,20/11/2003,07/01/2015,2003.CJV,Spain,food,fruits and vegetables,too high content of sulphite (2248.6 mg/kg - ppm) in dried apricots from Turkey
2041,information,19/11/2003,07/01/2015,2003.CJS,Italy,food,fruits and vegetables,too high content of sulphite (2118 mg/kg - ppm) in dried apricots from Turkey
2042,information,18/11/2003,07/01/2015,2003.CJF,Spain,food,fruits and vegetables,too high content of sulphite (2243 mg/kg - ppm) in dried apricots from Turkey
2043,alert,18/11/2003,07/01/2015,2003.384,Italy,food,crustaceans and products thereof,too high content of sulphite (341 SO² mg/kg - ppm) in scampi (Nephrops norvegicus) from Denmark
2044,information,14/11/2003,07/01/2015,2003.CIR,Spain,food,fruits and vegetables,too high content of sulphite (2035.0 mg/kg - ppm) in dried apricots from Turkey
2045,information,14/11/2003,,2003.CIT,Italy,food,non-alcoholic beverages,E 210 - benzoic acid (41 mg/kg - ppm) unauthorised in mango nectar
2046,information,11/11/2003,07/01/2015,2003.CGN,Italy,food,fruits and vegetables,too high content of sulphite (2388 mg/kg - ppm) in dried apricots from Turkey
2047,information,07/11/2003,07/01/2015,2003.CGD,Germany,food,fruits and vegetables,too high content of sulphite (2405 +/- 70 mg/kg - ppm) in dried apricots from Turkey
2048,information,06/11/2003,07/01/2015,2003.CFV,Italy,food,crustaceans and products thereof,too high content of sulphite (levels in excess) in frozen prawns from Denmark
2049,information,04/11/2003,,2003.CFB,Spain,food,non-alcoholic beverages,unauthorised use of colour E 123 - amaranth (presence) in raspberry soft drink
2050,information,03/11/2003,07/01/2015,2003.CEU,Germany,food,fruits and vegetables,too high content of sulphite (3517 mg/kg - ppm) in dried tomato halves from Turkey
2051,alert,03/11/2003,07/01/2015,2003.360,Germany,food,wine,too high content of sulphite (1168 + 2163 + 1179 + 644 + 2189 (free) 1590 + 2665 + 1594 + 928 + 2690 (total) mg/dm²) in wine bottled in Germany from Germany
2052,alert,31/10/2003,07/01/2015,2003.359,Germany,food,fruits and vegetables,"too high content of sulphite (3089 mg/kg - ppm) in dried apricots from Turkey, via the Netherlands"
2053,information,22/10/2003,07/01/2015,2003.CCU,Germany,food,fruits and vegetables,"too high content of sulphite (2619, 2176, 2555, 2745,2442, 2237, 2267, 2536, 2406 mg/kg - ppm) in dried apricots from Turkey"
2054,information,30/09/2003,,2003.BWI,Spain,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (presence) in ground cayenne pepper
2055,information,29/09/2003,,2003.BWB,Italy,food,fruits and vegetables,too high content of E 210 - benzoic acid (4082 mg/kg - ppm) in preserved turnips
2056,information,25/09/2003,,2003.BVV,Spain,food,non-alcoholic beverages,unauthorised use of colour E 129 - Allura Red AC (1.7 mg/kg - ppm) in apple nectars
2057,information,22/09/2003,,2003.BVF,Spain,food,non-alcoholic beverages,unauthorised use of colour E 123 - amaranth (25.9 mg/l) in raspberry soft drinks
2058,information,22/09/2003,,2003.BVE,United Kingdom,food,confectionery,unauthorised use of colour E 127 - erythrosine (1.9 mg/kg - ppm) in jelly sweets
2059,information,19/09/2003,,2003.BUT,Italy,food,non-alcoholic beverages,unauthorised use of colour E 123 - amaranth (presence) in soft drinks
2060,information,08/09/2003,,2003.BSN,Finland,food,prepared dishes and snacks,unauthorised use of colour E 127 - erythrosine in vegetarian soya product imitating sausage
2061,information,26/08/2003,,2003.BQP,Italy,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (225 mg/kg - ppm) in orange juice
2062,information,20/08/2003,07/01/2015,2003.BPX,Spain,food,wild caught crustaceans and products thereof - (obsolete),too high content of sulphite (188.21 µg/kg - ppb) in shrimps (Aristeus spp) from Morocco
2063,alert,19/08/2003,07/01/2015,2003.223,Germany,food,fruits and vegetables,too high content of sulphite (3983 mg/kg - ppm) in dried apricots from Turkey
2064,information,19/08/2003,,2003.BPS,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (163 mg/kg - ppm) in refreshing orange drink
2065,information,14/08/2003,,2003.BOP,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid ( > 150 mg/l) in sparkling beverages
2066,alert,13/08/2003,07/01/2015,2003.217,Belgium,food,fruits and vegetables,too high content of sulphite (2220.2 mg/kg - ppm) in dried apricots from Turkey
2067,information,04/08/2003,07/01/2015,2003.BMM,Germany,food,fruits and vegetables,too high content of sulphite (2.761 mg/kg - ppm) in dried apricots from Turkey
2068,information,25/07/2003,,2003.BLL,Spain,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (202 mg/l) in fizzy grape juice
